college,season,division,height,numplayers,rank,W,L,winpct,percentile
Adrian College,2010-2011,D3,74.64285714285714,14,,,,,
Adrian College,2011-2012,D3,75.0625,16,,,,,
Adrian College,2013-2014,D3,72.5,18,,,,,
Adrian College,2014-2015,D3,71.66666666666667,15,,,,,
Adrian College,2015-2016,D3,71.63636363636364,11,71.0,1.0,20.0,0.048,0.01388888888888884
Adrian College,2016-2017,D3,72.61538461538461,13,72.0,4.0,21.0,0.16,0.07692307692307687
Adrian College,2017-2018,D3,72.28571428571429,14,59.0,8.0,14.0,0.364,0.3058823529411765
Adrian College,2018-2019,D3,72.53333333333333,15,43.0,16.0,14.0,0.5329999999999999,0.5700000000000001
Adrian College,2019-2020,D3,71.85714285714286,14,49.0,10.0,9.0,0.526,0.505050505050505
Alderson Broaddus University,2010-2011,D1,73.84615384615384,13,,,,,
Alderson Broaddus University,2011-2012,D1,73.54545454545455,11,,,,,
Alderson Broaddus University,2012-2013,D1,,9,,,,,
Alderson Broaddus University,2013-2014,D1,,4,,,,,
Alderson Broaddus University,2014-2015,D1,75.1,15,,,,,
Alderson Broaddus University,2015-2016,D1,74.72222222222223,18,30.0,8.0,12.0,0.4,0.2857142857142857
Alderson Broaddus University,2016-2017,D1,74.36363636363636,11,35.0,6.0,16.0,0.273,0.14634146341463417
Alderson Broaddus University,2017-2018,D1,73.61538461538461,13,41.0,4.0,20.0,0.16699999999999998,0.023809523809523836
Alderson Broaddus University,2018-2019,D1,74.0,6,43.0,0.0,13.0,0.0,0.0
Alderson Broaddus University,2019-2020,D1,72.88888888888889,9,44.0,1.0,12.0,0.077,0.022222222222222254
Alvernia University,2017-2018,D3,73.35714285714286,14,55.0,12.0,16.0,0.429,0.3529411764705882
Alvernia University,2018-2019,D3,74.0,12,62.0,12.0,17.0,0.414,0.38
Alvernia University,2019-2020,D3,74.42857142857143,14,39.0,12.0,8.0,0.6,0.6060606060606061
Arcadia University,2016-2017,D3,73.07692307692308,13,51.0,12.0,18.0,0.4,0.34615384615384615
Arcadia University,2017-2018,D3,73.78571428571429,14,33.0,17.0,13.0,0.5670000000000001,0.611764705882353
Arcadia University,2018-2019,D3,74.35714285714286,14,21.0,26.0,11.0,0.703,0.79
Arcadia University,2019-2020,D3,74.88888888888889,18,51.0,11.0,10.0,0.524,0.48484848484848486
Augustana College,2017-2018,D3,72.23076923076923,13,56.0,11.0,16.0,0.40700000000000003,0.3411764705882353
Augustana College,2018-2019,D3,71.82352941176471,17,55.0,12.0,15.0,0.444,0.44999999999999996
Augustana College,2019-2020,D3,72.35714285714286,14,43.0,12.0,9.0,0.5710000000000001,0.5656565656565656
Aurora University,2017-2018,D3,73.2,15,50.0,12.0,14.0,0.462,0.4117647058823529
Aurora University,2018-2019,D3,74.42857142857143,14,52.0,13.0,14.0,0.48100000000000004,0.48
Aurora University,2019-2020,D3,74.58823529411765,18,17.0,12.0,4.0,0.75,0.8282828282828283
BYU,2010-2011,D1,74.75,20,6.0,20.0,8.0,0.7140000000000001,0.8285714285714285
BYU,2011-2012,D1,75.95238095238095,21,6.0,24.0,7.0,0.774,0.8
BYU,2012-2013,D1,76.82352941176471,17,1.0,26.0,5.0,0.8390000000000001,0.9642857142857143
Ball State University,2010-2011,D1,71.64285714285714,14,11.0,19.0,11.0,0.633,0.6857142857142857
Ball State University,2011-2012,D1,71.26666666666667,15,15.0,14.0,12.0,0.5379999999999999,0.5
Ball State University,2012-2013,D1,75.58823529411765,17,4.0,21.0,6.0,0.778,0.8571428571428572
Ball State University,2013-2014,D1,76.72222222222223,18,6.0,22.0,8.0,0.733,0.8461538461538461
Ball State University,2014-2015,D1,76.66666666666667,18,30.0,13.0,16.0,0.44799999999999995,0.2857142857142857
Ball State University,2015-2016,D1,77.16666666666667,18,9.0,20.0,9.0,0.69,0.7857142857142857
Ball State University,2016-2017,D1,77.21052631578948,19,10.0,19.0,10.0,0.655,0.7560975609756098
Ball State University,2017-2018,D1,76.4,20,15.0,18.0,12.0,0.6,0.6428571428571428
Ball State University,2018-2019,D1,76.2,20,22.0,15.0,15.0,0.5,0.4883720930232558
Ball State University,2019-2020,D1,75.84210526315789,19,10.0,12.0,6.0,0.667,0.7777777777777778
Bard College,2010-2011,D3,73.66666666666667,12,14.0,20.0,13.0,0.606,0.7021276595744681
Bard College,2011-2012,D3,73.0,9,,,,,
Bard College,2012-2013,D3,72.55555555555556,9,,,,,
Bard College,2013-2014,D3,71.55555555555556,9,58.0,8.0,24.0,0.25,0.049180327868852514
Bard College,2014-2015,D3,72.33333333333333,12,52.0,9.0,21.0,0.3,0.21212121212121215
Bard College,2015-2016,D3,72.54545454545455,11,54.0,10.0,22.0,0.313,0.25
Bard College,2016-2017,D3,72.44444444444444,9,71.0,5.0,23.0,0.179,0.08974358974358976
Bard College,2017-2018,D3,72.3,10,85.0,3.0,21.0,0.125,0.0
Bard College,2018-2019,D3,73.5,10,99.0,2.0,16.0,0.111,0.010000000000000009
Bard College,2019-2020,D3,72.0,9,,,,,
Barton College,2012-2013,D1,76.0909090909091,11,,,,,
Barton College,2013-2014,D1,75.0909090909091,11,26.0,12.0,17.0,0.414,0.33333333333333337
Barton College,2014-2015,D1,74.83333333333333,12,31.0,13.0,18.0,0.419,0.26190476190476186
Barton College,2015-2016,D1,74.71428571428571,14,5.0,22.0,7.0,0.759,0.8809523809523809
Barton College,2016-2017,D1,75.0625,16,6.0,23.0,6.0,0.7929999999999999,0.8536585365853658
Barton College,2017-2018,D1,76.1,10,7.0,21.0,8.0,0.7240000000000001,0.8333333333333334
Barton College,2018-2019,D1,76.08333333333333,12,3.0,25.0,5.0,0.833,0.9302325581395349
Barton College,2019-2020,D1,74.64285714285714,14,5.0,13.0,2.0,0.867,0.8888888888888888
Baruch College,2010-2011,D3,76.76470588235294,17,8.0,34.0,16.0,0.68,0.8297872340425532
Baruch College,2011-2012,D3,75.2,15,,,,,
Baruch College,2012-2013,D3,75.06666666666666,15,3.0,34.0,6.0,0.85,0.8928571428571429
Baruch College,2013-2014,D3,74.18181818181819,11,11.0,27.0,11.0,0.711,0.819672131147541
Baruch College,2014-2015,D3,74.0,12,11.0,25.0,10.0,0.7140000000000001,0.8333333333333334
Baruch College,2015-2016,D3,74.42857142857143,14,28.0,18.0,13.0,0.581,0.6111111111111112
Baruch College,2016-2017,D3,73.78571428571429,14,56.0,10.0,17.0,0.37,0.28205128205128205
Baruch College,2017-2018,D3,73.5625,17,53.0,13.0,17.0,0.433,0.3764705882352941
Baruch College,2018-2019,D3,73.25,12,26.0,20.0,11.0,0.645,0.74
Baruch College,2019-2020,D3,73.52941176470588,17,27.0,14.0,6.0,0.7,0.7272727272727273
Belmond Abbey College,2011-2012,D1,72.53846153846153,13,,,,,
Belmond Abbey College,2012-2013,D1,76.07692307692308,13,27.0,11.0,20.0,0.355,0.0357142857142857
Belmond Abbey College,2013-2014,D1,75.5,15,39.0,3.0,25.0,0.107,0.0
Belmond Abbey College,2014-2015,D1,76.0,14,26.0,12.0,14.0,0.462,0.38095238095238093
Belmond Abbey College,2015-2016,D1,75.23076923076923,13,15.0,18.0,11.0,0.621,0.6428571428571428
Belmond Abbey College,2016-2017,D1,74.72727272727273,12,32.0,9.0,17.0,0.34600000000000003,0.2195121951219512
Belmond Abbey College,2017-2018,D1,74.33333333333333,15,25.0,13.0,16.0,0.44799999999999995,0.40476190476190477
Belmond Abbey College,2018-2019,D1,74.72222222222223,18,16.0,15.0,11.0,0.5770000000000001,0.627906976744186
Belmond Abbey College,2019-2020,D1,74.33333333333333,18,29.0,8.0,10.0,0.444,0.3555555555555555
Benedictine University,2014-2015,D3,73.78571428571429,14,51.0,7.0,16.0,0.304,0.2272727272727273
Benedictine University,2015-2016,D3,73.23529411764706,17,27.0,15.0,10.0,0.6,0.625
Benedictine University,2016-2017,D3,74.0,18,45.0,11.0,13.0,0.45799999999999996,0.42307692307692313
Benedictine University,2017-2018,D3,73.8,20,,,,,
Benedictine University,2018-2019,D3,73.78947368421052,19,,,,,
Benedictine University,2019-2020,D3,74.23529411764706,17,22.0,12.0,5.0,0.706,0.7777777777777778
Brooklyn College,2011-2012,D3,76.94736842105263,19,29.0,10.0,14.0,0.41700000000000004,0.0
Brooklyn College,2012-2013,D3,70.92307692307692,13,25.0,13.0,12.0,0.52,0.1071428571428571
Brooklyn College,2013-2014,D3,71.33333333333333,12,31.0,16.0,15.0,0.516,0.4918032786885246
Brooklyn College,2014-2015,D3,70.9090909090909,11,66.0,1.0,28.0,0.034,0.0
Brooklyn College,2015-2016,D3,71.83333333333333,12,60.0,8.0,21.0,0.276,0.16666666666666663
Brooklyn College,2016-2017,D3,72.4,15,37.0,14.0,12.0,0.5379999999999999,0.5256410256410257
Brooklyn College,2017-2018,D3,73.2,15,35.0,13.0,10.0,0.565,0.5882352941176471
Brooklyn College,2018-2019,D3,71.0,8,57.0,10.0,13.0,0.435,0.43000000000000005
Brooklyn College,2019-2020,D3,71.0,9,71.0,6.0,11.0,0.353,0.2828282828282829
Cairn University,2010-2011,D3,72.27777777777777,36,9.0,23.0,11.0,0.6759999999999999,0.8085106382978724
Cairn University,2011-2012,D3,72.3956043956044,91,,,,,
Cairn University,2012-2013,D3,74.23076923076923,13,,,,,
Cairn University,2013-2014,D3,73.6,135,45.0,9.0,16.0,0.36,0.2622950819672131
Cairn University,2014-2015,D3,74.0,10,45.0,11.0,16.0,0.40700000000000003,0.31818181818181823
Cairn University,2015-2016,D3,73.5,12,57.0,6.0,14.0,0.3,0.20833333333333337
Cairn University,2016-2017,D3,72.1,10,74.0,4.0,27.0,0.129,0.05128205128205132
Cairn University,2017-2018,D3,72.46153846153847,13,57.0,11.0,17.0,0.39299999999999996,0.3294117647058824
Cairn University,2018-2019,D3,72.75,12,74.0,8.0,16.0,0.33299999999999996,0.26
Cairn University,2019-2020,D3,72.84615384615384,13,60.0,8.0,10.0,0.444,0.3939393939393939
California Lutheran University,2015-2016,D3,73.70588235294117,17,68.0,4.0,23.0,0.14800000000000002,0.05555555555555558
California Lutheran University,2016-2017,D3,75.0,17,70.0,4.0,17.0,0.19,0.10256410256410253
California Lutheran University,2017-2018,D3,74.5,18,19.0,18.0,8.0,0.6920000000000001,0.7764705882352941
California Lutheran University,2018-2019,D3,74.6,20,38.0,13.0,10.0,0.565,0.62
California Lutheran University,2019-2020,D3,74.44444444444444,18,66.0,9.0,13.0,0.409,0.33333333333333337
California State University Northridge,2010-2011,D1,74.5625,17,34.0,7.0,22.0,0.24100000000000002,0.02857142857142858
California State University Northridge,2011-2012,D1,75.0,22,25.0,12.0,18.0,0.4,0.16666666666666663
California State University Northridge,2012-2013,D1,76.15,20,24.0,11.0,15.0,0.423,0.1428571428571429
California State University Northridge,2013-2014,D1,76.3,20,29.0,10.0,17.0,0.37,0.2564102564102564
California State University Northridge,2014-2015,D1,76.5,20,33.0,10.0,18.0,0.35700000000000004,0.2142857142857143
California State University Northridge,2015-2016,D1,76.41176470588235,17,24.0,14.0,15.0,0.483,0.4285714285714286
California State University Northridge,2016-2017,D1,76.6875,16,25.0,12.0,15.0,0.444,0.3902439024390244
California State University Northridge,2017-2018,D1,77.18181818181819,22,16.0,16.0,11.0,0.593,0.6190476190476191
California State University Northridge,2018-2019,D1,76.5,20,25.0,13.0,14.0,0.48100000000000004,0.41860465116279066
California State University Northridge,2019-2020,D1,76.75,20,39.0,4.0,11.0,0.267,0.1333333333333333
Carthage College,2012-2013,D3,75.5,18,7.0,24.0,8.0,0.75,0.75
Carthage College,2013-2014,D3,74.95652173913044,23,9.0,23.0,8.0,0.742,0.8524590163934427
Carthage College,2014-2015,D3,75.4,20,7.0,23.0,6.0,0.7929999999999999,0.8939393939393939
Carthage College,2015-2016,D3,75.6470588235294,17,2.0,27.0,2.0,0.9309999999999999,0.9722222222222222
Carthage College,2016-2017,D3,75.55555555555556,18,,,,,
Carthage College,2017-2018,D3,75.35,20,2.0,24.0,2.0,0.9229999999999999,0.9764705882352941
Carthage College,2018-2019,D3,74.94736842105263,19,3.0,23.0,3.0,0.885,0.97
Carthage College,2019-2020,D3,75.17647058823529,17,12.0,12.0,3.0,0.8,0.8787878787878788
City College of NY,2010-2011,D3,73.8,11,39.0,10.0,23.0,0.303,0.17021276595744683
City College of NY,2011-2012,D3,74.38461538461539,13,,,,,
City College of NY,2012-2013,D3,70.42857142857143,14,,,,,
City College of NY,2013-2014,D3,71.07692307692308,13,50.0,9.0,20.0,0.31,0.180327868852459
City College of NY,2014-2015,D3,69.0,12,55.0,7.0,22.0,0.24100000000000002,0.16666666666666663
City College of NY,2015-2016,D3,68.33333333333333,10,58.0,8.0,19.0,0.29600000000000004,0.19444444444444442
City College of NY,2016-2017,D3,70.75,8,57.0,9.0,16.0,0.36,0.2692307692307693
City College of NY,2017-2018,D3,70.0909090909091,11,40.0,12.0,10.0,0.545,0.5294117647058824
City College of NY,2018-2019,D3,69.0,11,17.0,14.0,5.0,0.737,0.83
City College of NY,2019-2020,D3,70.25,12,22.0,12.0,5.0,0.706,0.7777777777777778
Colby-Sawyer College,2018-2019,D3,71.91666666666667,12,68.0,10.0,16.0,0.385,0.31999999999999995
Colby-Sawyer College,2019-2020,D3,72.8,10,32.0,11.0,6.0,0.647,0.6767676767676767
College of Mount Saint Vincent,2013-2014,D3,73.1875,16,26.0,15.0,11.0,0.5770000000000001,0.5737704918032787
College of Mount Saint Vincent,2014-2015,D3,72.75,13,17.0,17.0,10.0,0.63,0.7424242424242424
College of Mount Saint Vincent,2015-2016,D3,73.16666666666667,12,37.0,15.0,15.0,0.5,0.48611111111111116
College of Mount Saint Vincent,2017-2018,D3,72.9,10,45.0,14.0,15.0,0.483,0.47058823529411764
College of Mount Saint Vincent,2018-2019,D3,71.0,7,91.0,3.0,17.0,0.15,0.08999999999999997
College of Mount Saint Vincent,2019-2020,D3,72.58333333333333,12,97.0,2.0,18.0,0.1,0.02020202020202022
College of Saint Elizabeth,2017-2018,D3,71.3,10,80.0,4.0,20.0,0.16699999999999998,0.05882352941176472
College of Saint Elizabeth,2018-2019,D3,71.9090909090909,11,84.0,5.0,17.0,0.22699999999999998,0.16000000000000003
College of Saint Elizabeth,2019-2020,D3,71.35714285714286,14,39.0,9.0,6.0,0.6,0.6060606060606061
Concordia University Chicago,2018-2019,D3,75.2,10,90.0,4.0,22.0,0.154,0.09999999999999998
Concordia University Chicago,2019-2020,D3,74.06666666666666,15,6.0,14.0,3.0,0.8240000000000001,0.9393939393939394
Concordia University Irvine,2011-2012,D1,74.92857142857143,14,,,,,
Concordia University Irvine,2015-2016,D1,75.25,20,14.0,13.0,7.0,0.65,0.6666666666666667
Concordia University Irvine,2016-2017,D1,75.76470588235294,17,,,,,
Concordia University Irvine,2017-2018,D1,74.95238095238095,21,22.0,15.0,15.0,0.5,0.47619047619047616
Concordia University Irvine,2018-2019,D1,75.53846153846153,26,27.0,14.0,19.0,0.424,0.37209302325581395
Concordia University Irvine,2019-2020,D1,75.5,24,27.0,11.0,10.0,0.524,0.4
Concordia University Wisconsin,2017-2018,D3,74.0,13,,,,,
Concordia University Wisconsin,2018-2019,D3,73.07692307692308,13,71.0,9.0,15.0,0.375,0.29000000000000004
Concordia University Wisconsin,2019-2020,D3,73.2,15,48.0,8.0,7.0,0.5329999999999999,0.5151515151515151
DYouville College,2010-2011,D3,74.0,8,23.0,14.0,13.0,0.519,0.5106382978723405
DYouville College,2011-2012,D3,74.75,12,25.0,13.0,16.0,0.44799999999999995,0.13793103448275867
DYouville College,2012-2013,D3,74.25,12,28.0,16.0,16.0,0.5,0.0
DYouville College,2013-2014,D3,73.77777777777777,9,59.0,5.0,19.0,0.20800000000000002,0.032786885245901676
DYouville College ,2014-2015,D3,73.72727272727273,11,,,,,
DYouville College ,2015-2016,D3,74.27272727272727,11,,,,,
DYouville College ,2016-2017,D3,73.44444444444444,9,,,,,
DYouville College ,2017-2018,D3,73.81818181818181,11,,,,,
DYouville College ,2018-2019,D3,73.61538461538461,13,,,,,
DYouville College ,2019-2020,D3,72.72727272727273,11,,,,,
Daemen College,2018-2019,D1,74.33333333333333,9,35.0,7.0,16.0,0.304,0.18604651162790697
Daemen College,2019-2020,D1,75.11764705882354,17,13.0,12.0,7.0,0.632,0.7111111111111111
Dean College,2016-2017,D3,68.55555555555556,10,,,,,
Dean College,2017-2018,D3,71.84615384615384,13,,,,,
Dean College,2018-2019,D3,72.0,11,,,,,
Dean College,2019-2020,D3,71.41666666666667,12,,,,,
Dominican University,2013-2014,D3,73.25,16,33.0,13.0,14.0,0.48100000000000004,0.4590163934426229
Dominican University,2014-2015,D3,74.25,16,27.0,15.0,11.0,0.5770000000000001,0.5909090909090908
Dominican University,2015-2016,D3,74.6,15,19.0,17.0,9.0,0.654,0.7361111111111112
Dominican University,2016-2017,D3,75.125,24,,,,,
Dominican University,2017-2018,D3,74.875,16,9.0,26.0,8.0,0.765,0.8941176470588236
Dominican University,2018-2019,D3,75.41176470588235,17,27.0,19.0,11.0,0.633,0.73
Dominican University,2019-2020,D3,75.33333333333333,18,3.0,13.0,2.0,0.867,0.9696969696969697
Eastern Mennonite University,2011-2012,D3,72.54545454545455,12,27.0,11.0,14.0,0.44,0.06896551724137934
Eastern Mennonite University,2012-2013,D3,75.6,10,26.0,14.0,13.0,0.519,0.0714285714285714
Eastern Mennonite University,2013-2014,D3,75.3,10,36.0,12.0,14.0,0.462,0.4098360655737705
Eastern Mennonite University,2014-2015,D3,73.8,15,25.0,14.0,10.0,0.583,0.6212121212121212
Eastern Mennonite University,2015-2016,D3,74.28571428571429,14,37.0,12.0,12.0,0.5,0.48611111111111116
Eastern Mennonite University,2016-2017,D3,73.38461538461539,13,17.0,22.0,11.0,0.667,0.782051282051282
Eastern Mennonite University,2017-2018,D3,72.93333333333334,15,30.0,21.0,13.0,0.618,0.6470588235294117
Eastern Mennonite University,2018-2019,D3,72.84615384615384,13,67.0,7.0,11.0,0.389,0.32999999999999996
Eastern Mennonite University,2018-2019,D3,72.84615384615384,13,88.0,4.0,19.0,0.174,0.12
Eastern Mennonite University,2019-2020,D3,72.72727272727273,11,34.0,9.0,5.0,0.643,0.6565656565656566
Eastern Mennonite University,2019-2020,D3,72.72727272727273,11,79.0,3.0,8.0,0.273,0.202020202020202
Eastern Nazarene College,2016-2017,D3,72.0,8,36.0,12.0,10.0,0.545,0.5384615384615384
Eastern Nazarene College,2017-2018,D3,72.61538461538461,13,42.0,14.0,12.0,0.5379999999999999,0.5058823529411764
Eastern Nazarene College,2018-2019,D3,73.0,11,48.0,15.0,16.0,0.484,0.52
Eastern Nazarene College,2019-2020,D3,73.11111111111111,9,52.0,9.0,9.0,0.5,0.4747474747474747
Eastern University,2018-2019,D3,73.125,8,,,,,
Eastern University,2019-2020,D3,74.11111111111111,9,,,,,
Elizabethtown College,2018-2019,D3,72.0909090909091,11,70.0,11.0,18.0,0.379,0.30000000000000004
Elizabethtown College,2019-2020,D3,72.91666666666667,12,38.0,14.0,9.0,0.609,0.6161616161616161
Elmira College,2012-2013,D3,74.0909090909091,12,21.0,20.0,16.0,0.556,0.25
Elmira College,2013-2014,D3,73.8,15,13.0,24.0,10.0,0.706,0.7868852459016393
Elmira College,2014-2015,D3,74.81818181818181,11,22.0,20.0,14.0,0.588,0.6666666666666667
Elmira College,2015-2016,D3,73.78571428571429,14,18.0,21.0,11.0,0.6559999999999999,0.75
Elmira College,2016-2017,D3,73.63636363636364,11,60.0,11.0,21.0,0.344,0.23076923076923073
Elmira College,2017-2018,D3,73.42857142857143,14,27.0,20.0,12.0,0.625,0.6823529411764706
Elmira College,2018-2019,D3,73.5,16,61.0,13.0,18.0,0.419,0.39
Elmira College,2019-2020,D3,74.2,15,81.0,5.0,15.0,0.25,0.18181818181818177
Elms Gaege,2010-2011,D3,,13,25.0,13.0,17.0,0.433,0.46808510638297873
Elms Gaege,2011-2012,D3,,14,9.0,20.0,8.0,0.7140000000000001,0.6896551724137931
Elms Gaege,2012-2013,D3,73.0,9,27.0,15.0,14.0,0.517,0.0357142857142857
Elms Gaege,2013-2014,D3,71.9090909090909,11,57.0,6.0,17.0,0.261,0.06557377049180324
Elms Gaege,2014-2015,D3,73.0,12,57.0,5.0,20.0,0.2,0.13636363636363635
Elms Gaege,2015-2016,D3,73.0,15,42.0,12.0,15.0,0.444,0.41666666666666663
Elms Gaege,2016-2017,D3,71.92307692307692,13,22.0,18.0,10.0,0.643,0.717948717948718
Elms Gaege,2017-2018,D3,71.71428571428571,14,12.0,20.0,7.0,0.741,0.8588235294117648
Elms Gaege,2018-2019,D3,71.23076923076923,13,,,,,
Elms Gaege,2019-2020,D3,72.0,13,47.0,11.0,9.0,0.55,0.5252525252525253
Emerson College,2010-2011,D3,73.8125,16,30.0,11.0,18.0,0.379,0.36170212765957444
Emerson College,2011-2012,D3,74.0,17,,,,,
Emerson College,2012-2013,D3,,12,,,,,
Emerson College,2013-2014,D3,,10,37.0,11.0,15.0,0.423,0.39344262295081966
Emerson College,2014-2015,D3,,9,35.0,13.0,13.0,0.5,0.4696969696969697
Emerson College,2015-2016,D3,,11,50.0,9.0,16.0,0.36,0.3055555555555556
Emerson College,2016-2017,D3,,10,39.0,13.0,13.0,0.5,0.5
Emerson College,2017-2018,D3,,13,47.0,11.0,12.0,0.478,0.44705882352941173
Emerson College,2018-2019,D3,,10,56.0,11.0,14.0,0.44,0.43999999999999995
Emerson College,2019-2020,D3,,11,63.0,5.0,7.0,0.41700000000000004,0.36363636363636365
Emmanuel College 1,2013-2014,D1,73.92307692307692,13,,,,,
Emmanuel College 1,2014-2015,D1,74.38461538461539,13,39.0,4.0,18.0,0.182,0.0714285714285714
Emmanuel College 1,2015-2016,D1,70.9090909090909,11,26.0,11.0,13.0,0.45799999999999996,0.38095238095238093
Emmanuel College 1,2016-2017,D1,72.36363636363636,11,36.0,7.0,19.0,0.26899999999999996,0.12195121951219512
Emmanuel College 1,2017-2018,D1,71.75,12,30.0,9.0,16.0,0.36,0.2857142857142857
Emmanuel College 1,2018-2019,D1,71.6,10,30.0,10.0,19.0,0.345,0.3023255813953488
Emmanuel College 1,2019-2020,D1,74.27272727272727,11,32.0,6.0,11.0,0.353,0.28888888888888886
Emmanuel College 3,2010-2011,D3,75.88888888888889,19,6.0,28.0,9.0,0.757,0.8723404255319149
Emmanuel College 3,2011-2012,D3,75.23076923076923,13,19.0,17.0,12.0,0.586,0.3448275862068966
Emmanuel College 3,2012-2013,D3,75.71428571428571,14,20.0,18.0,14.0,0.563,0.2857142857142857
Endicott College,2012-2013,D3,73.3125,16,10.0,22.0,10.0,0.688,0.6428571428571428
Endicott College,2013-2014,D3,73.52631578947368,19,23.0,19.0,13.0,0.594,0.6229508196721312
Endicott College,2014-2015,D3,73.53846153846153,13,23.0,17.0,12.0,0.586,0.6515151515151515
Endicott College,2015-2016,D3,74.125,16,25.0,17.0,11.0,0.607,0.6527777777777778
Endicott College,2016-2017,D3,73.94117647058823,17,20.0,21.0,11.0,0.6559999999999999,0.7435897435897436
Endicott College,2017-2018,D3,73.88235294117646,17,,,,,
Endicott College,2018-2019,D3,75.05555555555556,18,11.0,25.0,7.0,0.7809999999999999,0.89
Endicott College,2019-2020,D3,75.1,20,9.0,13.0,3.0,0.813,0.9090909090909091
Erskine College,2010-2011,D1,75.92307692307692,13,,,,,
Erskine College,2011-2012,D1,76.3125,16,,,,,
Erskine College,2012-2013,D1,73.13636363636364,22,22.0,13.0,16.0,0.44799999999999995,0.2142857142857143
Erskine College,2013-2014,D1,73.77777777777777,11,3.0,21.0,7.0,0.75,0.9230769230769231
Erskine College,2014-2015,D1,74.46153846153847,13,7.0,21.0,7.0,0.75,0.8333333333333334
Erskine College,2015-2016,D1,75.2,15,7.0,21.0,7.0,0.75,0.8333333333333334
Erskine College,2016-2017,D1,73.42857142857143,15,41.0,4.0,21.0,0.16,0.0
Erskine College,2017-2018,D1,73.8125,16,39.0,7.0,21.0,0.25,0.0714285714285714
Erskine College,2018-2019,D1,72.44444444444444,18,39.0,7.0,21.0,0.25,0.09302325581395354
Erskine College,2019-2020,D1,73.13636363636364,22,36.0,4.0,10.0,0.28600000000000003,0.19999999999999996
Fontbonne University,2010-2011,D3,74.83333333333333,12,,,,,
Fontbonne University,2011-2012,D3,75.5,12,,,,,
Fontbonne University,2012-2013,D3,71.0,9,,,,,
Fontbonne University,2013-2014,D3,70.9,10,42.0,8.0,13.0,0.381,0.3114754098360656
Fontbonne University,2014-2015,D3,71.0,11,58.0,5.0,22.0,0.185,0.12121212121212122
Fontbonne University,2015-2016,D3,74.83333333333333,12,23.0,17.0,10.0,0.63,0.6805555555555556
Fontbonne University,2016-2017,D3,74.91666666666667,12,33.0,15.0,11.0,0.5770000000000001,0.5769230769230769
Fontbonne University,2017-2018,D3,74.6,20,17.0,19.0,8.0,0.7040000000000001,0.8
Fontbonne University,2018-2019,D3,73.875,16,2.0,26.0,3.0,0.897,0.98
Fontbonne University,2019-2020,D3,73.6923076923077,13,73.0,5.0,11.0,0.313,0.26262626262626265
Geneva College,2018-2019,D3,73.5,12,23.0,20.0,9.0,0.69,0.77
Geneva College,2019-2020,D3,72.93333333333334,15,17.0,18.0,6.0,0.75,0.8282828282828283
George Mason University,2010-2011,D1,75.05555555555556,18,14.0,17.0,11.0,0.607,0.6
George Mason University,2011-2012,D1,75.61904761904762,21,23.0,13.0,17.0,0.433,0.23333333333333328
George Mason University,2012-2013,D1,76.8,20,15.0,15.0,12.0,0.556,0.4642857142857143
George Mason University,2013-2014,D1,75.53846153846153,13,22.0,14.0,14.0,0.5,0.4358974358974359
George Mason University,2014-2015,D1,76.63636363636364,11,17.0,15.0,13.0,0.536,0.5952380952380952
George Mason University,2015-2016,D1,75.625,16,17.0,18.0,12.0,0.6,0.5952380952380952
George Mason University,2016-2017,D1,75.88888888888889,18,22.0,13.0,14.0,0.48100000000000004,0.46341463414634143
George Mason University,2017-2018,D1,76.44444444444444,18,17.0,17.0,12.0,0.586,0.5952380952380952
George Mason University,2018-2019,D1,76.0,17,10.0,17.0,9.0,0.654,0.7674418604651163
George Mason University,2019-2020,D1,76.52941176470588,17,17.0,10.0,7.0,0.588,0.6222222222222222
Grand Canyon University,2011-2012,D1,69.0,3,20.0,15.0,17.0,0.469,0.33333333333333337
Grand Canyon University,2012-2013,D1,76.0909090909091,22,18.0,17.0,15.0,0.531,0.3571428571428571
Grand Canyon University,2013-2014,D1,76.33333333333333,21,23.0,14.0,18.0,0.43799999999999994,0.41025641025641024
Grand Canyon University,2014-2015,D1,75.8695652173913,23,29.0,14.0,17.0,0.452,0.30952380952380953
Grand Canyon University,2015-2016,D1,75.8,20,19.0,17.0,12.0,0.586,0.5476190476190477
Grand Canyon University,2016-2017,D1,76.0,20,12.0,19.0,11.0,0.633,0.7073170731707317
Grand Canyon University,2017-2018,D1,76.63636363636364,22,12.0,18.0,11.0,0.621,0.7142857142857143
Grand Canyon University,2018-2019,D1,77.65,20,26.0,13.0,16.0,0.44799999999999995,0.39534883720930236
Grand Canyon University,2019-2020,D1,77.63157894736842,19,10.0,14.0,7.0,0.667,0.7777777777777778
Greenville University,2016-2017,D3,74.25,12,61.0,8.0,16.0,0.33299999999999996,0.21794871794871795
Greenville University,2017-2018,D3,73.72727272727273,11,62.0,9.0,17.0,0.34600000000000003,0.2705882352941177
Greenville University,2018-2019,D3,72.93333333333334,15,57.0,10.0,13.0,0.435,0.43000000000000005
Greenville University,2019-2020,D3,72.6,15,,,,,
Harvard University,2010-2011,D1,71.28571428571429,14,26.0,9.0,13.0,0.409,0.2571428571428571
Harvard University,2011-2012,D1,73.29411764705883,17,8.0,18.0,6.0,0.75,0.7333333333333334
Harvard University,2012-2013,D1,75.57142857142857,14,10.0,18.0,9.0,0.667,0.6428571428571428
