college,division,playername,position,height,season
Keuka College,D3,JOHN KEAN,MIDDLE BLOCKER,77,2019-2020
Keuka College,D3,JP NERY,OUTSIDE HITTER,73,2019-2020
Keuka College,D3,KAMREN RECORD,SETTER,72,2019-2020
Keuka College,D3,KYLE JOHNSTON,DEFENSIVE SPECIALIST,73,2019-2020
Keuka College,D3,MARCUS DAVIC,RIGHT SIDE,79,2019-2020
Keuka College,D3,NICHOLAS CALLAHAN,RIGHT SIDE,72,2019-2020
Keuka College,D3,SETH WELKER,DEFENSIVE SPECIALIST,68,2019-2020
Keuka College,D3,SOLOMON SHABAZZ,MIDDLE BLOCKER,76,2019-2020
King University,D1,AARON MILSTEAD,OUTSIDE HITTER/RIGHT SIDE,76,2019-2020
King University,D1,CONSTAN TOLENTINO,SETTER/LIBERO,69,2019-2020
King University,D1,DANTE JENNINGS,LIBERO,71,2019-2020
King University,D1,DIEGO MARCANO,RIGHT SIDE,74,2019-2020
King University,D1,DOUGLAS FLORENCIO,MIDDLE BLOCKER,79,2019-2020
King University,D1,JACK SARNOWSKI,SETTER,74,2019-2020
King University,D1,JACKSON CARROLL,OUTSIDE HITTER,74,2019-2020
King University,D1,JORDAN TORNOW,OUTSIDE HITTER,74,2019-2020
King University,D1,JOSHUA KIM,RIGHT SIDE,78,2019-2020
King University,D1,JT DEPPE,OUTSIDE HITTER/RIGHT SIDE,75,2019-2020
King University,D1,JULIAN YOUNG,RIGHT SIDE,77,2019-2020
King University,D1,LEO DE QUADROS,OUTSIDE HITTER/LIBERO,72,2019-2020
King University,D1,MASON MCCRURY,LIBERO,71,2019-2020
King University,D1,NOAH MELENDEZ,LIBERO,70,2019-2020
King University,D1,RADEK BRYJA,OUTSIDE HITTER,73,2019-2020
King University,D1,RYAN SUMARSONO,LIBERO,69,2019-2020
King University,D1,SEAN KOHLHASE,OUTSIDE HITTER,76,2019-2020
King University,D1,SERGIO PALMER,SETTER/LIBERO,67,2019-2020
King University,D1,SPENCER YOUNG,OUTSIDE HITTER,72,2019-2020
King University,D1,SUETONIUS HARRIS,OUTSIDE HITTER,73,2019-2020
King University,D1,WALTER SPURLOCK,OUTSIDE HITTER/RIGHT SIDE,73,2019-2020
Kings College ,D3,AZIZ ATIYEH,OUTSIDE HITTER/DEFENSIVE SPECIALIST,70,2019-2020
Kings College ,D3,DANNY HARPERSBERGER,MIDDLE BLOCKER,75,2019-2020
Kings College ,D3,DECLAN LARSON,DEFENSIVE SPECIALIST,66,2019-2020
Kings College ,D3,GEORGE BECK,SETTER,69,2019-2020
Kings College ,D3,JOE HERMAN,OUTSIDE HITTER,72,2019-2020
Kings College ,D3,JOE JONES JR,RIGHT SIDE/LIBERO,70,2019-2020
Kings College ,D3,KYLE DUGGAN,SETTER/LIBERO,70,2019-2020
Kings College ,D3,LIAM MARTINCHEK,RIGHT SIDE,75,2019-2020
Kings College ,D3,MATT PIONTKOWSKI,OUTSIDE HITTER/MIDDLE BLOCKER,78,2019-2020
Kings College ,D3,MISAEL HERNANDEZ,LIBERO,66,2019-2020
Kings College ,D3,SAM CAPWELL,MIDDLE BLOCKER,79,2019-2020
Lakeland University,D3,ALEX BURGOS,OUTSIDE HITTER,67,2019-2020
Lakeland University,D3,ALEX ZAMORA,RIGHT SIDE,70,2019-2020
Lakeland University,D3,BEN MILLER,OUTSIDE HITTER/DEFENSIVE SPECIALIST,73,2019-2020
Lakeland University,D3,CAMERON EKUM,OUTSIDE HITTER/SETTER,70,2019-2020
Lakeland University,D3,DREW GREEN,LIBERO,66,2019-2020
Lakeland University,D3,ISAIAH VANCE,MIDDLE BLOCKER,72,2019-2020
Lakeland University,D3,JESSE PETERS,OUTSIDE HITTER/MIDDLE BLOCKER,68,2019-2020
Lakeland University,D3,MARTIN CARRILLO,OUTSIDE HITTER/SETTER,72,2019-2020
Lakeland University,D3,MATT MISHECK,RIGHT SIDE,74,2019-2020
Lakeland University,D3,MAUI VIOLA,DEFENSIVE SPECIALIST/LIBERO,66,2019-2020
Lakeland University,D3,NATHAN VANDERWAAL,OUTSIDE HITTER/SETTER,77,2019-2020
Lakeland University,D3,NICK EQUIHUA,MIDDLE BLOCKER,74,2019-2020
Lakeland University,D3,TIMOTHY CHA,OUTSIDE HITTER,72,2019-2020
Lancaster Bible College,D3,NBENJAMIN HERB SR,OUTSIDE HITTER,77,2019-2020
Lancaster Bible College,D3,NCALEB HORNING FR,OUTSIDE HITTER,70,2019-2020
Lancaster Bible College,D3,NCALEB ROBERTS SO,MIDDLE BLOCKER,77,2019-2020
Lancaster Bible College,D3,NCAMERON CONKLE SR,OUTSIDE HITTER,72,2019-2020
Lancaster Bible College,D3,NCOLIN MCCABE SR,OUTSIDE HITTER,74,2019-2020
Lancaster Bible College,D3,NDANIEL KEENE SO,OUTSIDE HITTER,74,2019-2020
Lancaster Bible College,D3,NELIJAH HERB FR,MIDDLE BLOCKER,76,2019-2020
Lancaster Bible College,D3,NHUNTER DAVIS SO,MIDDLE BLOCKER,74,2019-2020
Lancaster Bible College,D3,NJACOB FAUST SR,MIDDLE BLOCKER,76,2019-2020
Lancaster Bible College,D3,NJOSHUA HESS SO,LIBERO,71,2019-2020
Lancaster Bible College,D3,NKEVIN KOCH FR,MIDDLE BLOCKER,79,2019-2020
Lancaster Bible College,D3,NKOLE HORST SR,OUTSIDE HITTER,74,2019-2020
Lancaster Bible College,D3,NKONRAD MARTIN SO,OUTSIDE HITTER,71,2019-2020
Lancaster Bible College,D3,NKURT MAYSILLES SR,LIBERO,70,2019-2020
Lancaster Bible College,D3,NKYRAN FLAHIVE JR,RIGHT SIDE,75,2019-2020
Lancaster Bible College,D3,NNATE MILLER SR,RIGHT SIDE,77,2019-2020
Lancaster Bible College,D3,NNOAH MILLER FR,OUTSIDE HITTER,73,2019-2020
Lancaster Bible College,D3,NPHILLIP MAHER JR,OUTSIDE HITTER,75,2019-2020
Lancaster Bible College,D3,NREUBEN KEMRER SO,SETTER,72,2019-2020
Lancaster Bible College,D3,NTANNER SHERTZER FR,SETTER,71,2019-2020
Lancaster Bible College,D3,NZAC KEATING JR,SETTER,72,2019-2020
Lancaster Bible College,D3,NZEKE HALLMAN JR,MIDDLE BLOCKER,75,2019-2020
Lassell University,D3,AARON WAITEKUS JR,MIDDLE BLOCKER,77,2019-2020
Lassell University,D3,BRANDON HAPGOOD SO,OUTSIDE HITTER,74,2019-2020
Lassell University,D3,BRENDEN JOYCE FR,OUTSIDE HITTER,74,2019-2020
Lassell University,D3,CHARLES LAVOIE FR,DEFENSIVE SPECIALIST/LIBERO,72,2019-2020
Lassell University,D3,COBI MOORE JR,LIBERO,70,2019-2020
Lassell University,D3,DILLON DESOUZA JR,MIDDLE BLOCKER,75,2019-2020
Lassell University,D3,GARRETT LINNELL FR,RIGHT SIDE/SETTER,73,2019-2020
Lassell University,D3,GREG MONTEIRO JR,OUTSIDE HITTER,75,2019-2020
Lassell University,D3,JAN BARANOWSKI FR,MIDDLE BLOCKER,80,2019-2020
Lassell University,D3,JESUS GARCIA FR,SETTER,71,2019-2020
Lassell University,D3,KEVIN VANDERHORST JR,RIGHT SIDE,75,2019-2020
Lassell University,D3,RANDE MONAHAN FR,DEFENSIVE SPECIALIST/LIBERO,70,2019-2020
Lassell University,D3,RILEY GRENIER FR,SETTER,74,2019-2020
Lassell University,D3,SCOTT STERENBERG SR,OUTSIDE HITTER,75,2019-2020
Lees-McRae College,D1,ACE BACKER,MIDDLE BLOCKER,78,2019-2020
Lees-McRae College,D1,BRADLEY PETERS,SETTER,74,2019-2020
Lees-McRae College,D1,CHRIS WOOLSLAYER,UTILITY,72,2019-2020
Lees-McRae College,D1,DREW SIMS,OUTSIDE HITTER,76,2019-2020
Lees-McRae College,D1,ETHAN GARDNER,MIDDLE BLOCKER,77,2019-2020
Lees-McRae College,D1,JOE ANGELO,DEFENSIVE SPECIALIST,69,2019-2020
Lees-McRae College,D1,LUCAS COLEMAN,SETTER,67,2019-2020
Lees-McRae College,D1,MAX KUNTZ,OUTSIDE HITTER/MIDDLE BLOCKER,75,2019-2020
Lees-McRae College,D1,MICHAEL MARSANS,UTILITY,76,2019-2020
Lees-McRae College,D1,MJ DOYLE,OUTSIDE HITTER,74,2019-2020
Lees-McRae College,D1,NASH RAUEN,UTILITY,73,2019-2020
Lees-McRae College,D1,STEVEN NALLS,LIBERO,72,2019-2020
Lehman College,D3,ADONIS MARTINEZ     NEW YORK NY  MARTIN DE PORRES,NULL,NULL,2019-2020
Lehman College,D3,AMARI BLAKE,MIDDLE BLOCKER,72,2019-2020
Lehman College,D3,ANDREW FIGUEROA,OUTSIDE HITTER,71,2019-2020
Lehman College,D3,AZEEZ ALIMI,OUTSIDE HITTER,76,2019-2020
Lehman College,D3,CHRISTIAN AGUDO,SETTER,67,2019-2020
Lehman College,D3,CHRISTOPHER GIL,RIGHT SIDE,69,2019-2020
Lehman College,D3,DYVON WEBB,OUTSIDE HITTER,75,2019-2020
Lehman College,D3,GABRIEL MATOS,SETTER/DEFENSIVE SPECIALIST,66,2019-2020
Lehman College,D3,JUDE OPPONGASARE,OUTSIDE HITTER/LIBERO,69,2019-2020
Lehman College,D3,LUIS MARTINEZ,MIDDLE BLOCKER,72,2019-2020
Lehman College,D3,MARLON NETTLES,RIGHT SIDE,80,2019-2020
Lehman College,D3,MENTOR MAHMUTI,RIGHT SIDE/SETTER,76,2019-2020
Lehman College,D3,MIGUEL GONZALEZ,RIGHT SIDE,61,2019-2020
Lehman College,D3,PETER VELJOVIC,MIDDLE BLOCKER,74,2019-2020
Lehman College,D3,RYAN PANAMA,DEFENSIVE SPECIALIST,67,2019-2020
Lesley University,D3,AJ GENOVA,OUTSIDE HITTER,NULL,2019-2020
Lesley University,D3,ANDREW MEDEIROS,LIBERO,NULL,2019-2020
Lesley University,D3,ARMANDO BAHENA,RIGHT SIDE,NULL,2019-2020
Lesley University,D3,DANIEL MONTESERIN,MIDDLE BLOCKER,NULL,2019-2020
Lesley University,D3,JAKE DEN BLEYKER,MIDDLE BLOCKER,NULL,2019-2020
Lesley University,D3,OWEN SIMPSON,MIDDLE BLOCKER,NULL,2019-2020
Lesley University,D3,RAJ ANANDARAJAN,MIDDLE BLOCKER,NULL,2019-2020
Lesley University,D3,SEAN PUGATCH,MIDDLE BLOCKER,NULL,2019-2020
Lewis University,D1,ALEC LEHNERT,MIDDLE BLOCKER,80,2019-2020
Lewis University,D1,ANTONIO ELIAS RODRIGUEZ,MIDDLE BLOCKER,80,2019-2020
Lewis University,D1,AUSTON BONT,OUTSIDE HITTER,73,2019-2020
Lewis University,D1,CARLOS JIMENEZ,LIBERO,73,2019-2020
Lewis University,D1,CARTER BURZLAFF,RIGHT SIDE/SETTER,77,2019-2020
Lewis University,D1,COLE BRILLHART,OUTSIDE HITTER,74,2019-2020
Lewis University,D1,COLIN MCCLINTIC,RIGHT SIDE,82,2019-2020
Lewis University,D1,DALEN INSTENES,OUTSIDE HITTER,77,2019-2020
Lewis University,D1,DAVON LAMPKIN,MIDDLE BLOCKER,77,2019-2020
Lewis University,D1,IAKI BUSTAMANTE,OUTSIDE HITTER,78,2019-2020
Lewis University,D1,JACKSON HICKMAN,OUTSIDE HITTER,76,2019-2020
Lewis University,D1,JACOB KERSCHNER,UTILITY,76,2019-2020
Lewis University,D1,JARED PHELAN,OUTSIDE HITTER,75,2019-2020
Lewis University,D1,JASON GIBBS,SETTER/LIBERO,76,2019-2020
Lewis University,D1,JOE KENZINGER,MIDDLE BLOCKER,78,2019-2020
Lewis University,D1,KEVIN KAULING,SETTER,80,2019-2020
Lewis University,D1,KYLE BUGE,OUTSIDE HITTER,77,2019-2020
Lewis University,D1,MARTY JEPSEN,OUTSIDE HITTER/LIBERO,73,2019-2020
Lewis University,D1,MICHAEL SACK,MIDDLE BLOCKER,81,2019-2020
Lewis University,D1,ROBERT OLIVER JR,RIGHT SIDE/MIDDLE BLOCKER,80,2019-2020
Lewis University,D1,RYAN COENEN,OUTSIDE HITTER,81,2019-2020
Lewis University,D1,RYAN VAN LOO,SETTER,75,2019-2020
Lewis University,D1,TJ MURRAY,MIDDLE BLOCKER,81,2019-2020
Lewis University,D1,TYLER MITCHEM,MIDDLE BLOCKER,83,2019-2020
Limestone College,D1,ANDREW HOLMAN,OUTSIDE HITTER/MIDDLE BLOCKER,78,2019-2020
Limestone College,D1,BRISON OWENS,OUTSIDE HITTER/DEFENSIVE SPECIALIST,71,2019-2020
Limestone College,D1,CHRISTOS GKITERSOS,SETTER,76,2019-2020
Limestone College,D1,FRANCISCO SALINGER CENZUAL,OUTSIDE HITTER/RIGHT SIDE,77,2019-2020
Limestone College,D1,GERALDO RIVERA,OUTSIDE HITTER,72,2019-2020
Limestone College,D1,JARRETT MALONE,MIDDLE BLOCKER,77,2019-2020
Limestone College,D1,JON IGO,MIDDLE BLOCKER,79,2019-2020
Limestone College,D1,MATT ANETRELLA,OUTSIDE HITTER,73,2019-2020
Limestone College,D1,MICHAL PODGORZAK,LIBERO,71,2019-2020
Limestone College,D1,MILOS VUKOVIC,SETTER,75,2019-2020
Limestone College,D1,NIALL BURTON,MIDDLE BLOCKER,79,2019-2020
Limestone College,D1,SEAN BOYLE,OUTSIDE HITTER/RIGHT SIDE,76,2019-2020
Limestone College,D1,SPENCER SAINTELOI,RIGHT SIDE,74,2019-2020
Limestone College,D1,VICENTE MARDONES,RIGHT SIDE,81,2019-2020
Lincoln Memorial University,D1,AJ RISAVY,RIGHT SIDE/SETTER,79,2019-2020
Lincoln Memorial University,D1,ATTIA SOLIMAN,DEFENSIVE SPECIALIST/LIBERO,68,2019-2020
Lincoln Memorial University,D1,COLE CAMPISANO,OUTSIDE HITTER,75,2019-2020
Lincoln Memorial University,D1,DAWSON WALKER,RIGHT SIDE/MIDDLE BLOCKER,78,2019-2020
Lincoln Memorial University,D1,ETHAN HUBBARD,OUTSIDE HITTER,76,2019-2020
Lincoln Memorial University,D1,EVAN CORY,SETTER/RIGHT SIDE,76,2019-2020
Lincoln Memorial University,D1,ISHAAN MELWANI,OUTSIDE HITTER,72,2019-2020
Lincoln Memorial University,D1,JACOB TITUS,OUTSIDE HITTER,76,2019-2020
Lincoln Memorial University,D1,JOHANSEN NEGRON,OUTSIDE HITTER,74,2019-2020
Lincoln Memorial University,D1,JUSTIN SHARFENAKER,RIGHT SIDE,78,2019-2020
Lincoln Memorial University,D1,LOGAN KERLEY,OUTSIDE HITTER/LIBERO,74,2019-2020
Lincoln Memorial University,D1,MATT BRIDENBAUGH,DEFENSIVE SPECIALIST/LIBERO,70,2019-2020
Lincoln Memorial University,D1,MATTHEW GENTRY,MIDDLE BLOCKER,79,2019-2020
Lincoln Memorial University,D1,NICO TRIANA,OUTSIDE HITTER,74,2019-2020
Lincoln Memorial University,D1,NYJAEE WASHINGTON,OUTSIDE HITTER,75,2019-2020
Lincoln Memorial University,D1,PEDRO CARVALHO,MIDDLE BLOCKER,79,2019-2020
Lincoln Memorial University,D1,RANDY RIVERA,OUTSIDE HITTER/RIGHT SIDE,74,2019-2020
Lincoln Memorial University,D1,RYAN FOY,SETTER,77,2019-2020
Lincoln Memorial University,D1,VUKASIN TUZLANCIC,MIDDLE BLOCKER,82,2019-2020
Lincoln Memorial University,D1,WILL EIKEN,OUTSIDE HITTER/MIDDLE BLOCKER,81,2019-2020
Lindenwood University,D1,AJ LEWIS,OUTSIDE HITTER,77,2019-2020
Lindenwood University,D1,ALEX PAPPAS,MIDDLE BLOCKER,79,2019-2020
Lindenwood University,D1,BRAD BRINKERHOFF,RIGHT SIDE,77,2019-2020
Lindenwood University,D1,BRADY CASTILLO,SETTER,74,2019-2020
Lindenwood University,D1,BRIAN SCHWOB,SETTER,75,2019-2020
Lindenwood University,D1,CAL WERTHS,MIDDLE BLOCKER,80,2019-2020
Lindenwood University,D1,CHARLEY HLAVIN,RIGHT SIDE,77,2019-2020
Lindenwood University,D1,DIEGO NEGRON,OUTSIDE HITTER,77,2019-2020
Lindenwood University,D1,ELIJAH TABUARUA,SETTER,76,2019-2020
Lindenwood University,D1,GRANT JOHNSON,MIDDLE BLOCKER,79,2019-2020
Lindenwood University,D1,HUNTER BAILEY,MIDDLE BLOCKER,79,2019-2020
Lindenwood University,D1,JEREMY KIRCH,OUTSIDE HITTER,78,2019-2020
Lindenwood University,D1,JOHNNY WINKLER,LIBERO,75,2019-2020
Lindenwood University,D1,KYLE DEUTSCHMANN,LIBERO,74,2019-2020
Lindenwood University,D1,LOGAN NASH,OUTSIDE HITTER,75,2019-2020
Lindenwood University,D1,MICHAEL JENNINGS,OUTSIDE HITTER,78,2019-2020
Lindenwood University,D1,NICK STEVENSON,OUTSIDE HITTER,75,2019-2020
Lindenwood University,D1,PHIL SWARTZ,OUTSIDE HITTER,79,2019-2020
Lindenwood University,D1,RAY BONNER,OUTSIDE HITTER/RIGHT SIDE,80,2019-2020
Lindenwood University,D1,SAM SCHINDLER,MIDDLE BLOCKER,79,2019-2020
Long Beach State University,D1,AIDAN GROSZ,MIDDLE BLOCKER,78,2019-2020
Long Beach State University,D1,AIDAN KNIPE,SETTER,75,2019-2020
Long Beach State University,D1,ALEXANDER ANASTASSIADES,RIGHT SIDE,80,2019-2020
Long Beach State University,D1,CARLOS RIVERA,SETTER,75,2019-2020
Long Beach State University,D1,DAWSON FUGATE,OUTSIDE HITTER,77,2019-2020
Long Beach State University,D1,ETHAN SIEGFRIED,OUTSIDE HITTER,73,2019-2020
Long Beach State University,D1,GARY ADAMS,MIDDLE BLOCKER,77,2019-2020
Long Beach State University,D1,GARY TREJO,SETTER,72,2019-2020
Long Beach State University,D1,GRANT GUINASSO,DEFENSIVE SPECIALIST/LIBERO,72,2019-2020
Long Beach State University,D1,GRANT MAROCCHI,MIDDLE BLOCKER,79,2019-2020
Long Beach State University,D1,MARC MOODY,MIDDLE BLOCKER,80,2019-2020
Long Beach State University,D1,MASON BRIGGS,LIBERO,72,2019-2020
Long Beach State University,D1,MATT JOHNSON,LIBERO,72,2019-2020
Long Beach State University,D1,MITCHELL BOLLINGER,OUTSIDE HITTER,74,2019-2020
Long Beach State University,D1,NATE HARLAN,OUTSIDE HITTER/RIGHT SIDE,76,2019-2020
Long Beach State University,D1,RYAN POOLE,OUTSIDE HITTER,77,2019-2020
Long Beach State University,D1,SHANE HOLDAWAY,MIDDLE BLOCKER,80,2019-2020
Long Beach State University,D1,SIMON ANDERSEN,MIDDLE BLOCKER,80,2019-2020
Long Beach State University,D1,SPENCER OLIVIER,OUTSIDE HITTER,78,2019-2020
Long Beach State University,D1,WAILEA PUKAHI,OUTSIDE HITTER,74,2019-2020
Loras College,D3,ANDRES MARTINEZ,MIDDLE BLOCKER,76,2019-2020
Loras College,D3,COLIN HACKER,OUTSIDE HITTER,74,2019-2020
Loras College,D3,DALTON OBERFOELL,LIBERO,69,2019-2020
Loras College,D3,DAVID BEACH,SETTER,75,2019-2020
Loras College,D3,DORIAN FIORENZA,OUTSIDE HITTER,76,2019-2020
Loras College,D3,ERICK AVILA,LIBERO,72,2019-2020
Loras College,D3,HAYDEN CASTLE,OUTSIDE HITTER,76,2019-2020
Loras College,D3,IAN WALSH,MIDDLE BLOCKER,79,2019-2020
Loras College,D3,JAKE FILOTTO,OUTSIDE HITTER,72,2019-2020
Loras College,D3,JOE BERKA,LIBERO,70,2019-2020
Loras College,D3,JOE HORN,SETTER,75,2019-2020
Loras College,D3,KEEGAN GODWIN,SETTER,72,2019-2020
Loras College,D3,KEVIN KESSEL,LIBERO,70,2019-2020
Loras College,D3,MALYCKI MANONSOSA,LIBERO,71,2019-2020
Loras College,D3,MATT JORDAN,OUTSIDE HITTER,72,2019-2020
Loras College,D3,MATTHEW SMITH,OUTSIDE HITTER,74,2019-2020
Loras College,D3,MAX ELLENBECKER,MIDDLE BLOCKER,79,2019-2020
Loras College,D3,PATRICK HOLLANDER,SETTER,70,2019-2020
Loras College,D3,PATRICK MAHONEY,MIDDLE BLOCKER,76,2019-2020
Loras College,D3,RYNE ANDERS,LIBERO,67,2019-2020
Loyola University,D1,ANDREW LYONS,OUTSIDE HITTER,79,2019-2020
Loyola University,D1,ANTON FRANK,MIDDLE BLOCKER,81,2019-2020
Loyola University,D1,BRIAN VOIGHT,SETTER,77,2019-2020
Loyola University,D1,COLE SCHLOTHAUER,OUTSIDE HITTER,77,2019-2020
Loyola University,D1,COLTON BROOKS,OUTSIDE HITTER,76,2019-2020
Loyola University,D1,DANNY SUTTON FARRELL,MIDDLE BLOCKER,80,2019-2020
Loyola University,D1,DEVIN JOSLYN,OUTSIDE HITTER,78,2019-2020
Loyola University,D1,GARRETT ZOLG,SETTER,75,2019-2020
Loyola University,D1,HENRY PAYNE,OUTSIDE HITTER,77,2019-2020
Loyola University,D1,IAN COWEN,SETTER,77,2019-2020
Loyola University,D1,JACK YENTZ,OUTSIDE HITTER,78,2019-2020
Loyola University,D1,JAKE FREEMAN,LIBERO,70,2019-2020
Loyola University,D1,JAKE MAFFETT,OUTSIDE HITTER,76,2019-2020
Loyola University,D1,KYLE PIEKARSKI,MIDDLE BLOCKER,80,2019-2020
Loyola University,D1,KYLER KOTSAKIS,RIGHT SIDE,77,2019-2020
Loyola University,D1,LUKE DENTON,RIGHT SIDE,78,2019-2020
Loyola University,D1,TAYLAN COOK,LIBERO,74,2019-2020
Marian University,D3,BLAKE BADTKE,OUTSIDE HITTER,71,2019-2020
Marian University,D3,BRENDAN BERGMAN,OUTSIDE HITTER,75,2019-2020
Marian University,D3,CAM MULLER,RIGHT SIDE,78,2019-2020
Marian University,D3,CARZELL COMBS,DEFENSIVE SPECIALIST,65,2019-2020
Marian University,D3,DAX MARTIN,SETTER,72,2019-2020
Marian University,D3,ISAIAHS MENA,OUTSIDE HITTER,71,2019-2020
Marian University,D3,JACOB CYPRET,OUTSIDE HITTER,72,2019-2020
Marian University,D3,JACOB DEGROOT,MIDDLE BLOCKER,74,2019-2020
Marian University,D3,JACOB JURNEY,OUTSIDE HITTER,76,2019-2020
Marian University,D3,KENJI CALLAHAN,OUTSIDE HITTER,74,2019-2020
Marian University,D3,LIAM SKINNER,MIDDLE BLOCKER,78,2019-2020
Marian University,D3,MARC REY,OUTSIDE HITTER,75,2019-2020
Marian University,D3,NICK STASCH,SETTER,75,2019-2020
Marian University,D3,THOMAS JONES,RIGHT SIDE,72,2019-2020
Marian University,D3,ZACH ZELENIK,SETTER,73,2019-2020
Marymount University,D3,CHRIS MANGANIELLO SO,LIBERO,67,2019-2020
Marymount University,D3,DUKE SOLATIRO FR,DEFENSIVE SPECIALIST,70,2019-2020
Marymount University,D3,ERVIN HARRELL SO,OUTSIDE HITTER,72,2019-2020
Marymount University,D3,GRAYSON ANDREWS FR,SETTER,75,2019-2020
Marymount University,D3,HADEN FRANKEN FR,OUTSIDE HITTER,76,2019-2020
Marymount University,D3,HAYDEN KEREKES FR,OUTSIDE HITTER,78,2019-2020
Marymount University,D3,JASON PERKINS SO,MIDDLE BLOCKER,77,2019-2020
Marymount University,D3,JOSEPH ZANELOTTI SR,SETTER,74,2019-2020
Marymount University,D3,MICHAEL COLLINS FR,OUTSIDE HITTER,75,2019-2020
Marymount University,D3,MILES OLSON SO,OUTSIDE HITTER,73,2019-2020
Marymount University,D3,RAYMOND TARASI SO,OUTSIDE HITTER,74,2019-2020
Marymount University,D3,SAM SAFLEY SR,OUTSIDE HITTER,76,2019-2020
Marymount University,D3,SAVA TOPICH FR,SETTER,77,2019-2020
Marymount University,D3,ZACH JAYES FR,MIDDLE BLOCKER,76,2019-2020
Mckendree Univesity,D1,BRENDON DUNN,OUTSIDE HITTER,76,2019-2020
Mckendree Univesity,D1,BRYCE BACKHUS,OUTSIDE HITTER,75,2019-2020
Mckendree Univesity,D1,DANIEL DUGGAN,MIDDLE BLOCKER,78,2019-2020
Mckendree Univesity,D1,DANIEL KASZUBA,OUTSIDE HITTER,79,2019-2020
Mckendree Univesity,D1,ETHAN CARROLL,OUTSIDE HITTER,80,2019-2020
Mckendree Univesity,D1,FRANCISCO COMAS,LIBERO,66,2019-2020
Mckendree Univesity,D1,HAYDEN FREAR,OUTSIDE HITTER,75,2019-2020
Mckendree Univesity,D1,JACOB GALL,MIDDLE BLOCKER,79,2019-2020
Mckendree Univesity,D1,JORGE COLLAZO,LIBERO,70,2019-2020
Mckendree Univesity,D1,KYLE WILSON,OUTSIDE HITTER,75,2019-2020
Mckendree Univesity,D1,LUCAS GALIFOS,MIDDLE BLOCKER,78,2019-2020
Mckendree Univesity,D1,PATRICK ROSS,OUTSIDE HITTER,77,2019-2020
Mckendree Univesity,D1,RYAN SERRANO,SETTER,77,2019-2020
Mckendree Univesity,D1,TOMMY MCGRATH,MIDDLE BLOCKER,79,2019-2020
Mckendree Univesity,D1,TYLER POULSEN,SETTER,76,2019-2020
Mckendree Univesity,D1,WYATT DIMKE,MIDDLE BLOCKER,78,2019-2020
Mckendree Univesity,D1,ZACH SCHNITTKER,RIGHT SIDE,76,2019-2020
Mcranatha Baptist University,D3,DREW SMITH,DEFENSIVE SPECIALIST,70,2019-2020
Mcranatha Baptist University,D3,ISAAC MCKEE,MIDDLE BLOCKER,77,2019-2020
Mcranatha Baptist University,D3,JAMES ROSSITER,RIGHT SIDE,73,2019-2020
Mcranatha Baptist University,D3,JOEL DEPUE,OUTSIDE HITTER,70,2019-2020
Mcranatha Baptist University,D3,JOEL SMITH,OUTSIDE HITTER,72,2019-2020
Mcranatha Baptist University,D3,JOHNATHAN PERKINS,OUTSIDE HITTER,73,2019-2020
Mcranatha Baptist University,D3,JORDAN HOFFMANN,DEFENSIVE SPECIALIST,70,2019-2020
Mcranatha Baptist University,D3,PEYTON WARNER,MIDDLE BLOCKER,72,2019-2020
Mcranatha Baptist University,D3,PHILLIP HOLBROOK,OUTSIDE HITTER,76,2019-2020
Mcranatha Baptist University,D3,RORY MASSEY,RIGHT SIDE,74,2019-2020
Mcranatha Baptist University,D3,STEVE WAGNER,LIBERO,72,2019-2020
Mcranatha Baptist University,D3,TAYLOR DAFOE,RIGHT SIDE/SETTER,69,2019-2020
Mcranatha Baptist University,D3,TYLER LACOCK,RIGHT SIDE,80,2019-2020
Mcranatha Baptist University,D3,ZACHARY MUELLER,OUTSIDE HITTER/SETTER,72,2019-2020
Medaille College,D3,ALEC WHALEN,DEFENSIVE SPECIALIST,70,2019-2020
Medaille College,D3,BRANDON SMITH,MIDDLE BLOCKER,75,2019-2020
Medaille College,D3,CARLOS GONZALEZ JR,OUTSIDE HITTER,73,2019-2020
Medaille College,D3,CHRIS PAULINE JR,OUTSIDE HITTER,74,2019-2020
Medaille College,D3,CONNOR FREEMAN,MIDDLE BLOCKER,76,2019-2020
Medaille College,D3,JAKE SIWY,SETTER,69,2019-2020
Medaille College,D3,JOE DIGESARE,OUTSIDE HITTER,71,2019-2020
Medaille College,D3,JOSHUA SHIFLET JR,LIBERO,68,2019-2020
Medaille College,D3,KEVIN CASHDOLLAR,LIBERO,70,2019-2020
Medaille College,D3,MALACHI JACKSON,OUTSIDE HITTER,75,2019-2020
Medaille College,D3,MATT DICKERSON,MIDDLE BLOCKER,78,2019-2020
Medaille College,D3,NICK PATTERSON,OUTSIDE HITTER,74,2019-2020
Medaille College,D3,SHAWN BARBALATO,MIDDLE BLOCKER,76,2019-2020
Messiah College,D3,ADAM BLACK,DEFENSIVE SPECIALIST/LIBERO,70,2019-2020
Messiah College,D3,CALEB WEAVER,LIBERO,66,2019-2020
Messiah College,D3,IAN PARZYSZEK,OUTSIDE HITTER,73,2019-2020
Messiah College,D3,ISAIAH HAN,OUTSIDE HITTER,71,2019-2020
Messiah College,D3,JARED KEUL,SETTER,74,2019-2020
Messiah College,D3,LUKE OLSON,OUTSIDE HITTER,79,2019-2020
